                     DATE/TIME                   MESSAGE/VARIABLE                               DATA
  15-03-2024 12:58:37:844:771                 Pipe_dronePositionX                                 15
  15-03-2024 12:58:37:844:805          Received obstacles ycoords                                 -
  15-03-2024 12:58:37:844:839          Received obstacles xcoords                                 -
  15-03-2024 12:58:37:844:871           Drone and target coincide                                 -
  15-03-2024 12:58:37:844:902           Drone and target coincide                                 -
  15-03-2024 12:58:37:844:934           Drone and target coincide                                 -
  15-03-2024 12:58:37:844:964           Drone and target coincide                                 -
  15-03-2024 12:58:37:844:999           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:116           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:151           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:182           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:212           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:243           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:274           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:304           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:335           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:366           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:396           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:426           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:457           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:487           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:529           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:552           Drone and target coincide                                 -
  15-03-2024 12:58:37:845:580                             ScaledY                              16.20
  15-03-2024 12:58:37:845:650                             ScaledX                              30.15
  15-03-2024 12:58:37:845:707                      dronePositionY                                 16
  15-03-2024 12:58:37:845:746                      dronePositionX                                 30
  15-03-2024 12:58:37:845:769                           droneMaxY                                201
  15-03-2024 12:58:37:845:792                           droneMaxX                                 27
  15-03-2024 12:58:37:847:408                      Skipped target                                 -
  15-03-2024 12:58:37:847:469                      Skipped target                                 -
  15-03-2024 12:58:37:847:495                      Skipped target                                 -
  15-03-2024 12:58:37:847:518                      Skipped target                                 -
  15-03-2024 12:58:37:847:541                      Skipped target                                 -
  15-03-2024 12:58:37:847:564                      Skipped target                                 -
  15-03-2024 12:58:37:847:624                      Skipped target                                 -
  15-03-2024 12:58:37:847:672                      Skipped target                                 -
  15-03-2024 12:58:37:847:698                      Skipped target                                 -
  15-03-2024 12:58:37:847:721                      Skipped target                                 -
  15-03-2024 12:58:37:847:744                      Skipped target                                 -
  15-03-2024 12:58:37:847:768                      Skipped target                                 -
  15-03-2024 12:58:37:847:791                      Skipped target                                 -
  15-03-2024 12:58:37:847:814                      Skipped target                                 -
  15-03-2024 12:58:37:847:874                      Skipped target                                 -
  15-03-2024 12:58:37:847:900                      Skipped target                                 -
  15-03-2024 12:58:37:847:924                      Skipped target                                 -
  15-03-2024 12:58:37:847:947                      Skipped target                                 -
  15-03-2024 12:58:37:847:970                      Skipped target                                 -
  15-03-2024 12:58:37:847:995                      Skipped target                                 -
  15-03-2024 12:58:37:851:443                         targetcount                                  0
  15-03-2024 12:58:37:851:529                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:570                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:595                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:618                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:643                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:666                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:690                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:712                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:736                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:759                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:782                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:805                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:829                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:852                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:875                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:898                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:921                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:944                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:967                    Skipped obstacle                                 -
  15-03-2024 12:58:37:851:990                    Skipped obstacle                                 -
