                     DATE/TIME                   MESSAGE/VARIABLE                               DATA
  17-03-2024 17:37:39:892:187                           Magnitude                               0.00
  17-03-2024 17:37:39:892:216                               Angle                               0.00
  17-03-2024 17:37:39:892:260                           Magnitude                               0.00
  17-03-2024 17:37:39:892:292                               Angle                               0.00
  17-03-2024 17:37:39:892:322                           Magnitude                               0.00
  17-03-2024 17:37:39:892:351                               Angle                               0.00
  17-03-2024 17:37:39:892:381                           Magnitude                               0.00
  17-03-2024 17:37:39:892:411                               Angle                               0.00
  17-03-2024 17:37:39:892:441                           Magnitude                               0.00
  17-03-2024 17:37:39:892:471                               Angle                               0.00
  17-03-2024 17:37:39:892:501                           Magnitude                               0.00
  17-03-2024 17:37:39:892:530                               Angle                               0.00
  17-03-2024 17:37:39:892:559                           Magnitude                               0.00
  17-03-2024 17:37:39:892:588                               Angle                               0.00
  17-03-2024 17:37:39:892:618                           Magnitude                               0.00
  17-03-2024 17:37:39:892:647                               Angle                               0.00
  17-03-2024 17:37:39:892:676                           Magnitude                               0.00
  17-03-2024 17:37:39:892:706                               Angle                               0.00
  17-03-2024 17:37:39:892:769                           Magnitude                               0.00
  17-03-2024 17:37:39:892:804                               Angle                               0.00
  17-03-2024 17:37:39:892:980                           Magnitude                               0.00
   17-03-2024 17:37:39:893:14                               Angle                               0.00
   17-03-2024 17:37:39:893:44                           Magnitude                               0.00
   17-03-2024 17:37:39:893:73                               Angle                               0.00
  17-03-2024 17:37:39:893:103                           Magnitude                               0.00
  17-03-2024 17:37:39:893:132                               Angle                               0.00
  17-03-2024 17:37:39:893:162                           Magnitude                               0.00
  17-03-2024 17:37:39:893:191                               Angle                               0.00
  17-03-2024 17:37:39:893:220                           Magnitude                               0.00
  17-03-2024 17:37:39:893:250                               Angle                               0.00
  17-03-2024 17:37:39:893:280                           Magnitude                               0.00
  17-03-2024 17:37:39:893:310                               Angle                               0.00
  17-03-2024 17:37:39:893:340                           Magnitude                               0.00
  17-03-2024 17:37:39:893:369                               Angle                               0.00
  17-03-2024 17:37:39:893:398                           Magnitude                               0.00
  17-03-2024 17:37:39:893:427                               Angle                               0.00
  17-03-2024 17:37:39:893:457                           Magnitude                               0.00
  17-03-2024 17:37:39:893:486                               Angle                               0.00
  17-03-2024 17:37:39:893:516                           Magnitude                               0.00
  17-03-2024 17:37:39:893:546                               Angle                               0.00
  17-03-2024 17:37:39:893:576                           Magnitude                               0.00
  17-03-2024 17:37:39:893:605                               Angle                               0.00
  17-03-2024 17:37:39:893:636                      DronePositionX                                 15
  17-03-2024 17:37:39:893:673                      DronePositionY                                 15
  17-03-2024 17:37:39:893:703                dronePositionChangeX                                  0
  17-03-2024 17:37:39:893:764                dronePositionChangeY                                  0
  17-03-2024 17:37:39:893:797                              ForceY                                  0
  17-03-2024 17:37:39:893:826                              ForceX                                  0
    17-03-2024 17:37:40:93:64                            keyvalue                                 -1
   17-03-2024 17:37:40:93:154          Received obstacles ycoords                                 -
   17-03-2024 17:37:40:93:191          Received obstacles ycoords                                 -
   17-03-2024 17:37:40:93:227                           Magnitude                               0.00
   17-03-2024 17:37:40:93:260                               Angle                               0.00
   17-03-2024 17:37:40:93:291                           Magnitude                               0.00
   17-03-2024 17:37:40:93:321                               Angle                               0.00
   17-03-2024 17:37:40:93:350                           Magnitude                               0.00
   17-03-2024 17:37:40:93:380                               Angle                               0.00
   17-03-2024 17:37:40:93:410                           Magnitude                               0.00
   17-03-2024 17:37:40:93:440                               Angle                               0.00
   17-03-2024 17:37:40:93:469                           Magnitude                               0.00
   17-03-2024 17:37:40:93:500                               Angle                               0.00
   17-03-2024 17:37:40:93:529                           Magnitude                               0.00
   17-03-2024 17:37:40:93:587                               Angle                               0.00
   17-03-2024 17:37:40:93:617                           Magnitude                               0.00
   17-03-2024 17:37:40:93:646                               Angle                               0.00
   17-03-2024 17:37:40:93:675                           Magnitude                               0.00
   17-03-2024 17:37:40:93:705                               Angle                               0.00
   17-03-2024 17:37:40:93:735                           Magnitude                               0.00
   17-03-2024 17:37:40:93:765                               Angle                               0.00
   17-03-2024 17:37:40:93:794                           Magnitude                               0.00
   17-03-2024 17:37:40:93:823                               Angle                               0.00
   17-03-2024 17:37:40:93:852                           Magnitude                               0.00
   17-03-2024 17:37:40:93:881                               Angle                               0.00
   17-03-2024 17:37:40:93:910                           Magnitude                               0.00
   17-03-2024 17:37:40:93:939                               Angle                               0.00
   17-03-2024 17:37:40:93:969                           Magnitude                               0.00
   17-03-2024 17:37:40:93:998                               Angle                               0.00
    17-03-2024 17:37:40:94:28                           Magnitude                               0.00
    17-03-2024 17:37:40:94:57                               Angle                               0.00
    17-03-2024 17:37:40:94:86                           Magnitude                               0.00
   17-03-2024 17:37:40:94:115                               Angle                               0.00
   17-03-2024 17:37:40:94:144                           Magnitude                               0.00
   17-03-2024 17:37:40:94:175                               Angle                               0.00
   17-03-2024 17:37:40:94:217                           Magnitude                               0.00
   17-03-2024 17:37:40:94:247                               Angle                               0.00
   17-03-2024 17:37:40:94:276                           Magnitude                               0.00
   17-03-2024 17:37:40:94:305                               Angle                               0.00
   17-03-2024 17:37:40:94:335                           Magnitude                               0.00
   17-03-2024 17:37:40:94:365                               Angle                               0.00
   17-03-2024 17:37:40:94:394                           Magnitude                               0.00
   17-03-2024 17:37:40:94:424                               Angle                               0.00
   17-03-2024 17:37:40:94:453                           Magnitude                               0.00
   17-03-2024 17:37:40:94:482                               Angle                               0.00
   17-03-2024 17:37:40:94:511                           Magnitude                               0.00
   17-03-2024 17:37:40:94:564                               Angle                               0.00
   17-03-2024 17:37:40:94:598                           Magnitude                               0.00
   17-03-2024 17:37:40:94:628                               Angle                               0.00
   17-03-2024 17:37:40:94:657                           Magnitude                               0.00
   17-03-2024 17:37:40:94:686                               Angle                               0.00
   17-03-2024 17:37:40:94:717                      DronePositionX                                 15
   17-03-2024 17:37:40:94:746                      DronePositionY                                 15
   17-03-2024 17:37:40:94:775                dronePositionChangeX                                  0
   17-03-2024 17:37:40:94:804                dronePositionChangeY                                  0
   17-03-2024 17:37:40:94:833                              ForceY                                  0
   17-03-2024 17:37:40:94:863                              ForceX                                  0
  17-03-2024 17:37:40:294:540                            keyvalue                                 -1
  17-03-2024 17:37:40:294:634          Received obstacles ycoords                                 -
  17-03-2024 17:37:40:294:694          Received obstacles ycoords                                 -
  17-03-2024 17:37:40:294:734                           Magnitude                               0.00
  17-03-2024 17:37:40:294:767                               Angle                               0.00
  17-03-2024 17:37:40:294:798                           Magnitude                               0.00
  17-03-2024 17:37:40:294:827                               Angle                               0.00
  17-03-2024 17:37:40:294:857                           Magnitude                               0.00
  17-03-2024 17:37:40:294:886                               Angle                               0.00
  17-03-2024 17:37:40:294:915                           Magnitude                               0.00
  17-03-2024 17:37:40:294:945                               Angle                               0.00
  17-03-2024 17:37:40:294:974                           Magnitude                               0.00
    17-03-2024 17:37:40:295:3                               Angle                               0.00
   17-03-2024 17:37:40:295:34                           Magnitude                               0.00
   17-03-2024 17:37:40:295:63                               Angle                               0.00
   17-03-2024 17:37:40:295:93                           Magnitude                               0.00
  17-03-2024 17:37:40:295:122                               Angle                               0.00
  17-03-2024 17:37:40:295:152                           Magnitude                               0.00
  17-03-2024 17:37:40:295:182                               Angle                               0.00
  17-03-2024 17:37:40:295:225                           Magnitude                               0.00
  17-03-2024 17:37:40:295:255                               Angle                               0.00
  17-03-2024 17:37:40:295:285                           Magnitude                               0.00
  17-03-2024 17:37:40:295:314                               Angle                               0.00
  17-03-2024 17:37:40:295:343                           Magnitude                               0.00
  17-03-2024 17:37:40:295:372                               Angle                               0.00
  17-03-2024 17:37:40:295:401                           Magnitude                               0.00
  17-03-2024 17:37:40:295:431                               Angle                               0.00
  17-03-2024 17:37:40:295:460                           Magnitude                               0.00
  17-03-2024 17:37:40:295:490                               Angle                               0.00
  17-03-2024 17:37:40:295:519                           Magnitude                               0.00
  17-03-2024 17:37:40:295:549                               Angle                               0.00
  17-03-2024 17:37:40:295:578                           Magnitude                               0.00
  17-03-2024 17:37:40:295:632                               Angle                               0.00
  17-03-2024 17:37:40:295:666                           Magnitude                               0.00
  17-03-2024 17:37:40:295:696                               Angle                               0.00
  17-03-2024 17:37:40:295:726                           Magnitude                               0.00
  17-03-2024 17:37:40:295:755                               Angle                               0.00
  17-03-2024 17:37:40:295:784                           Magnitude                               0.00
  17-03-2024 17:37:40:295:814                               Angle                               0.00
  17-03-2024 17:37:40:295:843                           Magnitude                               0.00
  17-03-2024 17:37:40:295:873                               Angle                               0.00
  17-03-2024 17:37:40:295:902                           Magnitude                               0.00
  17-03-2024 17:37:40:295:931                               Angle                               0.00
  17-03-2024 17:37:40:295:961                           Magnitude                               0.00
  17-03-2024 17:37:40:295:990                               Angle                               0.00
   17-03-2024 17:37:40:296:20                           Magnitude                               0.00
   17-03-2024 17:37:40:296:49                               Angle                               0.00
   17-03-2024 17:37:40:296:79                           Magnitude                               0.00
  17-03-2024 17:37:40:296:109                               Angle                               0.00
  17-03-2024 17:37:40:296:139                           Magnitude                               0.00
  17-03-2024 17:37:40:296:168                               Angle                               0.00
  17-03-2024 17:37:40:296:199                      DronePositionX                                 15
  17-03-2024 17:37:40:296:229                      DronePositionY                                 15
  17-03-2024 17:37:40:296:258                dronePositionChangeX                                  0
  17-03-2024 17:37:40:296:287                dronePositionChangeY                                  0
  17-03-2024 17:37:40:296:316                              ForceY                                  0
  17-03-2024 17:37:40:296:345                              ForceX                                  0
  17-03-2024 17:37:40:397:603                            keyvalue                                 -1
  17-03-2024 17:37:40:397:649          Received obstacles ycoords                                 -
  17-03-2024 17:37:40:397:698          Received obstacles ycoords                                 -
  17-03-2024 17:37:40:397:734                           Magnitude                               0.00
  17-03-2024 17:37:40:397:767                               Angle                               0.00
  17-03-2024 17:37:40:397:798                           Magnitude                               0.00
  17-03-2024 17:37:40:397:827                               Angle                               0.00
  17-03-2024 17:37:40:397:856                           Magnitude                               0.00
  17-03-2024 17:37:40:397:887                               Angle                               0.00
  17-03-2024 17:37:40:397:917                           Magnitude                               0.00
  17-03-2024 17:37:40:397:947                               Angle                               0.00
  17-03-2024 17:37:40:397:976                           Magnitude                               0.00
    17-03-2024 17:37:40:398:7                               Angle                               0.00
   17-03-2024 17:37:40:398:37                           Magnitude                               0.00
   17-03-2024 17:37:40:398:66                               Angle                               0.00
   17-03-2024 17:37:40:398:95                           Magnitude                               0.00
